comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,views
91,566,Mission Blue Voyage,1270598400,35,Barton Seaver,Barton Seaver: Sustainable seafood? Let's get smart,1,1288169880,Chef,"['environment', 'fish', 'food', 'oceans', 'sustainability']",Sustainable seafood? Let's get smart,556032
83,923,TEDxTelAviv 2010,1272240000,24,Shimon Steinberg,Shimon Steinberg: Natural pest control ... using bugs!,1,1288253220,Entomologist,"['TEDx', 'agriculture', 'green', 'insects', 'nature', 'technology']",Natural pest control ... using bugs!,368770
144,671,TEDGlobal 2010,1279065600,34,Miwa Matreyek,Miwa Matreyek: Glorious visions in animation and performance,1,1288349340,Multimedia artist,"['animation', 'art', 'design', 'performance', 'technology']",Glorious visions in animation and performance,829399
343,988,TEDGlobal 2010,1279065600,30,Tom Chatfield,Tom Chatfield: 7 ways games reward the brain,1,1288603020,Gaming theorist,"['culture', 'education', 'entertainment', 'gaming', 'technology']",7 ways games reward the brain,1021573
834,422,TEDGlobal 2010,1279065600,36,David Bismark,David Bismark: E-voting without fraud,1,1288685640,Voting system designer,"['culture', 'democracy', 'design', 'global issues', 'government', 'politics', 'technology']",E-voting without fraud,543551
58,1035,Mission Blue Voyage,1271376000,28,Greg Stone,Greg Stone: Saving the ocean one island at a time,1,1288770540,Oceanographer,"['global issues', 'mission blue', 'oceans', 'science', 'submarine']",Saving the ocean one island at a time,454323
124,1054,TEDGlobal 2010,1279238400,28,Gero Miesenboeck,Gero Miesenboeck: Re-engineering the brain,1,1288824240,Optogeneticist,"['biology', 'brain', 'neuroscience', 'science']",Re-engineering the brain,611081
226,1159,TED2010,1265760000,28,Andrew Bird,Andrew Bird: A one-man orchestra of the imagination,1,1288967040,Musician,"['entertainment', 'live music', 'music', 'performance']",A one-man orchestra of the imagination,1231423
156,1003,TEDGlobal 2010,1279238400,29,Emily Pilloton,Emily Pilloton: Teaching design for change,1,1289229480,Humanitarian design activist,"['design', 'education', 'poverty']",Teaching design for change,943245
74,1055,TEDGlobal 2010,1279152000,24,Stefan Wolff,Stefan Wolff: The path to ending ethnic conflicts,1,1289314740,Ethnic conflicts scholar,"['Africa', 'iraq', 'peace', 'violence', 'war']",The path to ending ethnic conflicts,307628
850,927,TEDxDU 2010,1284854400,36,Aaron Huey,Aaron Huey: America's native prisoners of war,1,1289401020,Photographer,"['TEDx', 'culture', 'history', 'photography', 'poverty']",America's native prisoners of war,1347633
146,1066,TEDGlobal 2010,1279238400,26,Auret van Heerden,Auret van Heerden: Making global labor fair,1,1289488560,Labor-rights activist,"['big problems', 'business', 'global issues', 'inequality', 'law', 'work']",Making global labor fair,586814
134,222,TEDGlobal 2010,1279152000,36,Eric Berlow,Eric Berlow: Simplifying complexity,1,1289574540,Ecologist,"['TED Fellows', 'complexity', 'design', 'science', 'simplicity']",Simplifying complexity,1154719
579,1039,TEDGlobal 2010,1278633600,32,Conrad Wolfram,Conrad Wolfram: Teaching kids real math with computers,1,1289833380,Mathematician,"['code', 'computers', 'education', 'math', 'technology']",Teaching kids real math with computers,1499219
388,933,TED2010,1265760000,34,Denis Dutton,Denis Dutton: A Darwinian theory of beauty,1,1289921040,Philosopher,"['Senses', 'beauty', 'brain', 'culture', 'design', 'evolution', 'society']",A Darwinian theory of beauty,2012387
52,946,TEDxTelAviv 2010,1272499200,24,Shimon Schocken,Shimon Schocken: What a bike ride can teach you,1,1290006420,Computer Scientist Educator,"['TEDx', 'children', 'education', 'leadership', 'motivation', 'personal growth', 'sports', 'storytelling']",What a bike ride can teach you,539950
305,815,TEDGlobal 2010,1279152000,33,John Hardy,John Hardy: My green school dream,1,1290092040,Designer educator,"['culture', 'design', 'education', 'green']",My green school dream,960523
31,946,Mission Blue Voyage,1271376000,22,Kristina Gjerde,Kristina Gjerde: Making law on the high seas,1,1290175393,High seas policy advisor,"['global issues', 'law', 'mission blue', 'oceans', 'politics', 'science']",Making law on the high seas,349168
140,561,TEDxDU 2010,1273708800,27,Kim Gorgens,Kim Gorgens: Protecting the brain against concussion,1,1290437580,Neuropsychologist,"['TEDx', 'brain', 'children', 'health', 'medicine']",Protecting the brain against concussion,452578
187,1066,TEDGlobal 2010,1279238400,30,Zainab Salbi,Zainab Salbi: Women wartime and the dream of peace,1,1290523500,Activist and social entrepreneur,"['drones', 'global issues', 'iraq', 'war', 'women']",Women wartime and the dream of peace,505716
589,921,TEDxMidwest,1287360000,37,Jason Fried,Jason Fried: Why work doesn't happen at work,1,1290613380,Software entrepreneur,"['TEDx', 'business', 'creativity', 'culture', 'design', 'technology', 'work']",Why work doesn't happen at work,4908787
189,1077,TEDxHouston,1286841600,26,Dan Phillips,Dan Phillips: Creative houses from reclaimed stuff,1,1290698188,Builder,"['TEDx', 'architecture', 'cities', 'creativity', 'design', 'green', 'technology']",Creative houses from reclaimed stuff,1112351
767,314,TEDxNextGenerationAsheville,1282953600,39,Birke Baehr,Birke Baehr: What's wrong with our food system,1,1291044840,Aspiring organic farmer,"['TEDx', 'agriculture', 'business', 'environment', 'food', 'green', 'health', 'sustainability']",What's wrong with our food system,2152734
366,1125,TEDxMidwest,1287273600,37,William Ury,"William Ury: The walk from ""no"" to ""yes""",1,1291134180,Mediator,"['TEDx', 'culture', 'global issues', 'politics', 'war']","The walk from ""no"" to ""yes""",1828181
297,994,TEDGlobal 2010,1279065600,32,Marcel Dicke,Marcel Dicke: Why not eat insects?,1,1291215600,Ecological entomologist,"['agriculture', 'environment', 'food', 'health', 'insects']",Why not eat insects?,1393541
233,731,TEDxRotterdam 2010,1275609600,31,Bart Weetjens,Bart Weetjens: How I taught rats to sniff out land mines,1,1291303500,Product developer,"['Africa', 'TEDx', 'animals', 'smell', 'technology', 'war']",How I taught rats to sniff out land mines,532619
117,529,TEDGlobal 2010,1279152000,32,Arthur Potts Dawson,Arthur Potts Dawson: A vision for sustainable restaurants,1,1291391400,Green chef,"['business', 'cities', 'culture', 'entertainment', 'food', 'global issues', 'sustainability']",A vision for sustainable restaurants,833901
209,585,TEDWomen 2010,1291766400,28,Halla Tómasdóttir,Halla Tómasdóttir: A feminine response to Iceland's financial crash,1,1291834140,Change catalyst,"['business', 'feminism', 'politics', 'women', 'women in business']",A feminine response to Iceland's financial crash,588691
893,673,TEDWomen 2010,1291680000,36,Tony Porter,Tony Porter: A call to men,1,1291933500,Author educator activist,"['Gender equality', 'bullying', 'culture', 'feminism', 'global issues', 'men', 'women']",A call to men,2235818
220,527,TEDWomen 2010,1291766400,36,Kiran Bedi,Kiran Bedi: A police chief with a difference,1,1292256591,Corrections pioneer,"['crime', 'culture', 'education', 'global issues', 'india', 'social change']",A police chief with a difference,849372
831,972,TEDWomen 2010,1291680000,29,Hanna Rosin,Hanna Rosin: New data on the rise of women,1,1292379480,Journalist,"['Gender equality', 'culture', 'economics', 'education', 'feminism', 'global issues', 'women']",New data on the rise of women,851862
301,605,TEDxMidAtlantic,1288915200,36,Diana Laufenberg,Diana Laufenberg: How to learn? From mistakes,1,1292431320,Educator,"['TEDx', 'children', 'culture', 'education']",How to learn? From mistakes,1882742
219,1028,TEDWomen 2010,1291766400,32,Rufus Griscom + Alisa Volkman,Rufus Griscom + Alisa Volkman: Let's talk parenting taboos,1,1292510460,Website co-founders,"['children', 'communication', 'culture', 'entertainment', 'sex', 'web']",Let's talk parenting taboos,2108409
291,994,TEDxSydney,1274486400,29,Rachel Botsman,Rachel Botsman: The case for collaborative consumption,1,1292601360,Trust researcher,"['TEDx', 'business', 'cities', 'collaboration', 'communication', 'consumerism', 'culture', 'technology', 'trust']",The case for collaborative consumption,1125092
473,700,RSA Animate,1287014400,0,Ken Robinson,Ken Robinson: Changing education paradigms,1,1292773140,Author/educator,"['TED Brain Trust', 'business', 'children', 'disease', 'economics', 'education', 'history', 'medicine', 'money', 'psychology']",Changing education paradigms,1854997
153,1040,TEDWomen 2010,1291766400,28,Beverly + Dereck Joubert,Beverly + Dereck Joubert: Life lessons from big cats,1,1292858280,Conservationists filmmakers,"['Africa', 'animals', 'environment', 'film', 'global issues', 'photography']",Life lessons from big cats,858303
868,898,TEDWomen 2010,1291766400,46,Sheryl Sandberg,Sheryl Sandberg: Why we have too few women leaders,1,1292943083,COO Facebook,"['Gender equality', 'business', 'feminism', 'goal-setting', 'leadership', 'technology', 'women', 'women in business']",Why we have too few women leaders,7431179
68,1079,TEDxMidwest,1284076800,23,Majora Carter,Majora Carter: 3 stories of local eco-entrepreneurship,1,1293032700,Activist for environmental justice,"['TEDx', 'business', 'cities', 'community', 'economics', 'green']",3 stories of local eco-entrepreneurship,702793
1927,1219,TEDxHouston,1275782400,52,Brené Brown,Brené Brown: The power of vulnerability,1,1293115500,Vulnerability researcher,"['TEDx', 'communication', 'culture', 'depression', 'fear', 'mental health', 'psychology', 'self', 'social change']",The power of vulnerability,31168150
272,1387,TEDSalon NY2011,1290038400,32,Barry Schwartz,Barry Schwartz: Using our practical wisdom,1,1293809880,Psychologist,"['culture', 'global issues', 'happiness', 'philosophy', 'self']",Using our practical wisdom,948622
409,250,TEDWomen 2010,1291680000,57,Arianna Huffington,Arianna Huffington: How to succeed? Get more sleep,1,1294066920,Journalist,"['business', 'culture', 'entertainment', 'productivity', 'sleep']",How to succeed? Get more sleep,4241096
2374,573,TEDxRainier,1286668800,35,Lesley Hazleton,Lesley Hazleton: On reading the Koran,1,1294155180,Writer psychologist,"['TEDx', 'culture', 'global issues', 'journalism', 'religion']",On reading the Koran,1847256
214,991,TEDxMidAtlantic,1288915200,28,Charles Limb,Charles Limb: Your brain on improv,1,1294243320,Researcher,"['TEDx', 'brain', 'creativity', 'entertainment', 'music', 'science', 'technology']",Your brain on improv,1231800
207,1268,TEDWomen 2010,1291766400,30,Deborah Rhodes,Deborah Rhodes: A test that finds 3x more breast tumors and why it's not available to you,1,1294334700,Physician cancer researcher,"['business', 'cancer', 'medicine', 'science', 'technology']",A test that finds 3x more breast tumors and why it's not available to you,892492
592,1053,TEDxToronto 2010,1285804800,36,Neil Pasricha,Neil Pasricha: The 3 A's of awesome,1,1294416840,Director The Institute for Global Happiness,"['TEDx', 'books', 'happiness', 'life', 'love', 'personal growth', 'psychology', 'writing']",The 3 A's of awesome,2859644
205,652,TEDWomen 2010,1291766400,32,Jody Williams,Jody Williams: A realistic vision for world peace,1,1294673640,Nobel peace laureate,"['activism', 'global issues', 'humanity', 'nuclear weapons', 'peace']",A realistic vision for world peace,667218
250,473,TEDWomen 2010,1291766400,38,Amber Case,Amber Case: We are all cyborgs now,1,1294758900,Cyborg Anthropologist ,"['anthropology', 'computers', 'culture', 'cyborg', 'future', 'technology']",We are all cyborgs now,1475333
179,651,TEDSalon London 2010,1289433600,29,Thomas Thwaites,Thomas Thwaites: How I built a toaster -- from scratch,1,1294849020,Designer,"['Anthropocene', 'design', 'entertainment', 'technology']",How I built a toaster -- from scratch,1301834
322,668,TEDWomen 2010,1291766400,31,Elizabeth Lesser,"Elizabeth Lesser: Take ""the Other"" to lunch",1,1294934220,Wellness specialist,"['communication', 'global issues', 'politics']","Take ""the Other"" to lunch",1208946
616,750,TEDxPSU,1287619200,35,Ali Carr-Chellman,Ali Carr-Chellman: Gaming to re-engage boys in learning,1,1295022480,Instructional designer,"['TEDx', 'bullying', 'children', 'education', 'gaming', 'psychology', 'technology', 'violence']",Gaming to re-engage boys in learning,953587
342,1189,TEDWomen 2010,1291766400,27,Naomi Klein,Naomi Klein: Addicted to risk,1,1295281200,Author Activist ,"['activism', 'business', 'culture', 'economics', 'science', 'social change']",Addicted to risk,900395
142,1085,TEDMED 2010,1287964800,28,Charity Tillemann-Dick,Charity Tillemann-Dick: Singing after a double lung transplant,1,1295368380,Soprano,"['health care', 'medicine', 'music', 'science', 'technology']",Singing after a double lung transplant,521502
356,769,TEDxGreatPacificGarbagePatch,1289692800,26,Van Jones,Van Jones: The economic injustice of plastic,1,1295459100,Social justice and green energy activist,"['Anthropocene', 'TEDx', 'business', 'communication', 'global issues', 'green', 'inequality', 'plastic', 'poverty', 'science']",The economic injustice of plastic,462012
55,996,TEDxGöteborg 2010,1290211200,22,Anders Ynnerman,Anders Ynnerman: Visualizing the medical data explosion,1,1295538060,Scientific visualization expert,"['TEDx', 'data', 'health', 'medicine', 'science', 'technology', 'virtual reality', 'visualizations']",Visualizing the medical data explosion,463366
114,364,TEDWomen 2010,1291766400,30,Heather Knight,Heather Knight: Silicon-based comedy,1,1295624340,Roboticist ,"['AI', 'comedy', 'entertainment', 'humor', 'robots', 'science', 'technology']",Silicon-based comedy,757335
920,1290,TEDSalon London 2010,1286668800,33,Martin Jacques,Martin Jacques: Understanding the rise of China,1,1295884020,Writer columnist,"['Asia', 'business', 'china', 'culture', 'economics', 'global issues']",Understanding the rise of China,2327025
98,993,TEDMED 2010,1286668800,27,Thomas Goetz,Thomas Goetz: It's time to redesign medical data,1,1295971087,Healthcare communicator,"['business', 'design', 'health', 'medicine', 'science', 'technology']",It's time to redesign medical data,497626
132,402,TEDWomen 2010,1291680000,38,Liza Donnelly,Liza Donnelly: Drawing on humor for change,1,1296054720,Cartoonist ,"['art', 'comedy', 'culture', 'feminism', 'humor', 'media', 'peace', 'women']",Drawing on humor for change,1300622
146,904,TEDxToronto 2011,1316736000,26,Ariel Garten,Ariel Garten: Know thyself with a brain scanner,1,1296058080,Artist scientist and entrepreneur,"['TEDx', 'neuroscience', 'psychology', 'science', 'technology']",Know thyself with a brain scanner,399314
58,1233,TEDMED 2010,1286668800,20,Bruce Feiler,Bruce Feiler: The council of dads,1,1296149280,Writer,"['cancer', 'community', 'culture', 'storytelling']",The council of dads,465856
76,607,TEDWomen 2010,1291766400,25,Kate Orff,Kate Orff: Reviving New York's rivers -- with oysters!,1,1296484980,Landscape architect,"['architecture', 'biology', 'cities', 'design']",Reviving New York's rivers -- with oysters!,316975
98,707,TED@MotorCity,1294531200,30,Dale Dougherty,Dale Dougherty: We are makers,1,1296575040,Tech publisher,"['cities', 'collaboration', 'computers', 'curiosity', 'design', 'drones', 'hack', 'innovation', 'manufacturing', 'media', 'technology']",We are makers,724865
168,507,TEDWomen 2010,1291766400,35,Johanna Blakley,Johanna Blakley: Social media and the end of gender,1,1296660480,Media maven,"['advertising', 'culture', 'entertainment', 'media', 'social media']",Social media and the end of gender,1272294
350,952,TEDxPennQuarter,1278806400,32,Christopher McDougall,Christopher McDougall: Are we born to run?,1,1296748080,Journalist runner,"['TEDx', 'entertainment', 'health', 'journalism', 'science', 'sports']",Are we born to run?,2434842
89,353,TEDWomen 2010,1291766400,35,Suheir Hammad,Suheir Hammad: Poems of war peace women power,1,1296835560,Poet playwright,"['culture', 'global issues', 'performance', 'poetry', 'war', 'women']",Poems of war peace women power,599444
283,605,TEDxSydney,1275004800,41,Nigel Marsh,Nigel Marsh: How to make work-life balance work,1,1297099320,Author and marketer,"['TEDx', 'business', 'culture', 'life', 'motivation', 'work', 'work-life balance']",How to make work-life balance work,3813685
189,844,TEDWomen 2010,1291766400,27,Cynthia Breazeal,Cynthia Breazeal: The rise of personal robots,1,1297180140,Roboticist ,"['AI', 'body language', 'business', 'communication', 'design', 'entertainment', 'robots', 'technology']",The rise of personal robots,1064574
79,523,TEDWomen 2010,1291766400,35,Hawa Abdi + Deqo Mohamed,Hawa Abdi + Deqo Mohamed: Mother and daughter doctor-heroes,1,1297276080,Somali doctors who treat women refugees,"['community', 'global issues', 'health', 'medicine', 'science', 'women']",Mother and daughter doctor-heroes,348647
229,826,TEDSalon London 2010,1289347200,32,Michael Pawlyn,Michael Pawlyn: Using nature's genius in architecture,1,1297351740,Architect,"['architecture', 'biomimicry', 'design', 'science and art', 'sustainability']",Using nature's genius in architecture,1740568
93,716,TEDxRotterdam 2010,1275609600,31,Geert Chatrou,Geert Chatrou: A whistleblower you haven't heard,1,1297437420,Whistler,"['TEDx', 'entertainment', 'live music', 'music', 'performance']",A whistleblower you haven't heard,1917442
84,953,TEDPrize@UN,1290038400,25,Krista Tippett,Krista Tippett: Reconnecting with compassion,1,1297704240,Journalist,"['charter for compassion', 'compassion', 'faith', 'religion', 'science']",Reconnecting with compassion,694181
347,617,TEDxRainier,1286841600,45,Patricia Kuhl,Patricia Kuhl: The linguistic genius of babies,1,1297795258,Language ,"['TEDx', 'brain', 'children', 'language', 'science', 'technology']",The linguistic genius of babies,2513242
165,1068,TEDWomen 2010,1291766400,27,Jacqueline Novogratz,Jacqueline Novogratz: Inspiring a life of immersion,1,1297870800,Investor and advocate for moral leadership,"['culture', 'economics', 'global issues', 'investment', 'women in business']",Inspiring a life of immersion,861056
76,887,TED@MotorCity,1294444800,26,Lisa Gansky,"Lisa Gansky: The future of business is the ""mesh""",1,1297958160,Entrepreneur,"['business', 'technology']","The future of business is the ""mesh""",710327
107,779,TEDWomen 2010,1291766400,35,Madeleine Albright,Madeleine Albright: On being a woman and a diplomat,1,1298042940,Former US Secretary of State,"['Foreign Policy', 'Gender equality', 'business', 'iraq']",On being a woman and a diplomat,729867
273,1098,TEDSalon London 2010,1288828800,31,Noreena Hertz,Noreena Hertz: How to use experts -- and when not to,1,1298303580,Economist,"['business', 'choice', 'culture', 'economics']",How to use experts -- and when not to,880598
38,954,TEDGlobal 2010,1279065600,24,Iain Hutchison,Iain Hutchison: Saving faces: A facial surgeon's craft,1,1298388360,Facial surgeon,"['Surgery', 'body language', 'community', 'culture', 'design', 'medical research', 'science', 'science and art']",Saving faces: A facial surgeon's craft,620073
555,613,TEDWomen 2010,1291766400,30,Elizabeth Lindsey,Elizabeth Lindsey: Curating humanity's heritage,1,1298478300,Explorer ethnographer,"['anthropology', 'storytelling']",Curating humanity's heritage,439180
82,1195,TEDMED 2010,1288051200,23,Danny Hillis,Danny Hillis: Understanding cancer through proteomics,1,1298564220,Computer theorist,"['TED Brain Trust', 'cancer', 'genetics', 'medical research']",Understanding cancer through proteomics,420269
97,565,TEDWomen 2010,1291766400,36,Ahn Trio,Ahn Trio: A modern take on piano violin cello,1,1298650980,Piano trio,"['entertainment', 'live music', 'music', 'performance']",A modern take on piano violin cello,746852
163,1032,TED2011,1299024000,32,Wadah Khanfar,Wadah Khanfar: A historic moment in the Arab world,1,1299095820,Journalist,"['Egypt', 'Middle East', 'global issues', 'iraq', 'media', 'politics', 'protests', 'technology']",A historic moment in the Arab world,922923
378,1449,TED2011,1299024000,38,JR,JR: My wish: Use art to turn the world inside out,1,1299202320,Street artist,"['TED Prize', 'activism', 'art', 'community', 'photography']",My wish: Use art to turn the world inside out,2626483
190,591,TED2011,1299196800,32,Wael Ghonim,Wael Ghonim: Inside the Egyptian revolution,1,1299268740,Internet activist and computer engineer,"['Egypt', 'democracy', 'global issues', 'politics', 'protests', 'social change']",Inside the Egyptian revolution,914212
231,616,TED2011,1299110400,35,Bill Gates,Bill Gates: How state budgets are breaking US schools,1,1299270660,Philanthropist,"['aging', 'education', 'money', 'youth']",How state budgets are breaking US schools,1866264
249,1044,TED2011,1299110400,27,Anthony Atala,Anthony Atala: Printing a human kidney,1,1299526260,Surgeon,"['Surgery', 'health care', 'invention', 'medical research', 'prosthetics']",Printing a human kidney,2783715
202,686,TEDWomen 2010,1291939200,29,Courtney E. Martin,Courtney E. Martin: This isn't her mother's feminism,1,1299601440,Journalist,"['culture', 'feminism', 'history', 'identity', 'women', 'writing']",This isn't her mother's feminism,953671
548,1227,TED2011,1299024000,43,Sal Khan,Sal Khan: Let's use video to reinvent education,1,1299681960,Educator and social entrepreneur,"['culture', 'education', 'global issues', 'online video', 'teaching']",Let's use video to reinvent education,4609857
370,1192,TED2011,1299196800,33,Deb Roy,Deb Roy: The birth of a word,1,1299774060,Cognitive scientist,"['brain', 'children', 'language', 'time']",The birth of a word,2475423
134,526,TEDxRainier,1288828800,30,Rob Harmon,Rob Harmon: How to keep rivers and streams flowing,1,1299857700,Natural resources expert,"['TEDx', 'business', 'environment', 'global issues', 'innovation', 'nature', 'rivers', 'sustainability', 'water']",How to keep rivers and streams flowing,596776
226,1124,TED2011,1298937600,33,David Brooks,David Brooks: The social animal,1,1300114680,Op-ed columnist ,"['brain', 'culture', 'motivation', 'society']",The social animal,1132752
239,1063,TED2011,1298937600,30,Janna Levin,Janna Levin: The sound the universe makes,1,1300198140,Physicist,"['dark matter', 'science', 'universe']",The sound the universe makes,1119772
163,247,TED2011,1299024000,48,Mark Bezos,Mark Bezos: A life lesson from a volunteer firefighter,1,1300286460,Activist volunteer firefighter,"['community', 'compassion', 'culture']",A life lesson from a volunteer firefighter,2178952
109,1011,TEDxAmsterdam,1286668800,29,Rogier van der Heide,Rogier van der Heide: Why light needs darkness,1,1300374480,Lighting designer,"['TEDx', 'architecture', 'design']",Why light needs darkness,562653
645,1105,TED2011,1299110400,42,Sarah Kay,Sarah Kay: If I should have a daughter ...,1,1300460520,Poet,"['entertainment', 'performance', 'poetry', 'storytelling']",If I should have a daughter ...,10529854
268,555,TEDWomen 2010,1291420800,46,Hans Rosling,Hans Rosling: The magic washing machine,1,1300714380,Global health expert; data visionary,"['culture', 'data', 'economics', 'women']",The magic washing machine,2391977
232,421,TED2011,1299024000,29,Isabel Behncke,Isabel Behncke: Evolution's gift of play from bonobo apes to humans,1,1300734000,Primatologist,"['TED Fellows', 'animals', 'culture', 'play', 'science']",Evolution's gift of play from bonobo apes to humans,710619
773,1182,TEDxPeachtree,1289433600,28,Paul Root Wolpe,Paul Root Wolpe: It's time to question bio-engineering,1,1300891080,Ethicist,"['Bioethics', 'TEDx', 'biology', 'biomechanics', 'deextinction', 'future', 'genetics', 'philosophy', 'science']",It's time to question bio-engineering,1226731
226,383,TED2011,1299024000,33,Eythor Bender,Eythor Bender: Human exoskeletons -- for war and healing,1,1300976580,Berkeley Bionics' CEO,"['design', 'disability', 'exoskeleton', 'science', 'technology']",Human exoskeletons -- for war and healing,1370710
71,654,TEDxAmsterdam,1289433600,25,Claron McFadden,Claron McFadden: Singing the primal mystery,1,1301067000,Soprano,"['TEDx', 'creativity', 'entertainment', 'live music', 'music', 'performance']",Singing the primal mystery,400082
353,635,TEDxDubai,1291420800,54,Patricia Ryan ,Patricia Ryan: Don't insist on English!,1,1301322660,Language teacher,"['TEDx', 'culture', 'global issues', 'language']",Don't insist on English!,1624741
214,640,TED2011,1299110400,31,Ralph Langner,Ralph Langner: Cracking Stuxnet a 21st-century cyber weapon,1,1301404320,Security consultant,"['Iran', 'computers', 'government', 'nuclear energy', 'science', 'technology', 'war']",Cracking Stuxnet a 21st-century cyber weapon,1349028
102,1091,TED2011,1298937600,23,Handspring Puppet Co.,Handspring Puppet Co.: The genius puppetry behind War Horse,1,1301494920,Puppeteers,"['animals', 'design', 'entertainment', 'performance', 'theater']",The genius puppetry behind War Horse,1530711
289,254,TED2011,1299024000,43,Sebastian Thrun,Sebastian Thrun: Google's driverless car,1,1301582160,Engineer,"['business', 'driverless cars', 'robots', 'science', 'technology', 'transportation']",Google's driverless car,2442977
270,874,TED2011,1298937600,36,Eric Whitacre,Eric Whitacre: A virtual choir 2000 voices strong,1,1301667960,Composer conductor,"['collaboration', 'conducting', 'crowdsourcing', 'entertainment', 'music', 'online video', 'virtual reality']",A virtual choir 2000 voices strong,3421371
86,248,TED2011,1299024000,34,AnnMarie Thomas,AnnMarie Thomas: Hands-on science with squishy circuits,1,1301883360,Educator,"['education', 'science', 'technology', 'toy']",Hands-on science with squishy circuits,856326
278,938,TED2011,1299196800,33,Stanley McChrystal,Stanley McChrystal: Listen learn ... then lead,1,1302014580,Military leader,"['culture', 'global issues', 'iraq', 'leadership', 'peace', 'war']",Listen learn ... then lead,2467385
110,848,TEDPrize@UN,1290038400,27,Chade-Meng Tan,Chade-Meng Tan: Everyday compassion at Google,1,1302040260,Google Fellow,"['business', 'charter for compassion', 'culture']",Everyday compassion at Google,893343
154,1168,TED2011,1299024000,31,Morgan Spurlock,Morgan Spurlock: The greatest TED Talk ever sold,1,1302102000,Filmmaker,"['Brand', 'business', 'comedy', 'consumerism', 'film', 'humor', 'movies']",The greatest TED Talk ever sold,2049103
158,469,TEDActive 2011,1299110400,33,Mick Ebeling,Mick Ebeling: The invention that unlocked a locked-in artist,1,1302184140,Entrepreneur,"['creativity', 'design', 'disease', 'invention', 'open-source', 'technology']",The invention that unlocked a locked-in artist,943624
207,1157,TEDWomen 2010,1291334400,33,Caroline Casey,Caroline Casey: Looking past limits,1,1302273180,Inclusivity activist,"['activism', 'business', 'culture']",Looking past limits,2030154
32,266,TEDxGreatPacificGarbagePatch,1288828800,31,Jackson Browne,Jackson Browne: A song inspired by the ocean,1,1302301680,Musician and activist,"['TED Prize', 'TEDx', 'entertainment', 'music', 'oceans']",A song inspired by the ocean,656851
542,1060,TED2011,1299196800,37,David Christian,David Christian: The history of our world in 18 minutes,1,1302530400,Historian,"['Internet', 'big bang', 'cosmos', 'history', 'humanity', 'universe', 'visualizations']",The history of our world in 18 minutes,7481004
221,425,TEDxToronto 2010,1286668800,40,Dave Meslin,Dave Meslin: The antidote to apathy,1,1302618600,Artist and organizer,"['TEDx', 'collaboration', 'community', 'culture', 'global issues', 'politics']",The antidote to apathy,1612925
134,1169,TED2011,1299196800,29,Roger Ebert,Roger Ebert: Remaking my voice,1,1302705478,Film critic and blogger,"['community', 'culture', 'speech']",Remaking my voice,1104345
324,250,TED2011,1298937600,44,Marcin Jakubowski,Marcin Jakubowski: Open-sourced blueprints for civilization,1,1302789600,Farmer and technologist,"['TED Fellows', 'culture', 'manufacturing', 'open-source', 'technology']",Open-sourced blueprints for civilization,1479352
273,986,INK Conference,1291680000,31,Susan Lim,Susan Lim: Transplant cells not organs,1,1302893220,Surgeon,"['business', 'technology']",Transplant cells not organs,620231
529,1087,TEDxPSU,1286668800,36,Sam Richards,Sam Richards: A radical experiment in empathy,1,1303135200,Sociologist,"['TEDx', 'culture', 'empathy', 'global issues', 'iraq', 'society', 'sociology', 'war']",A radical experiment in empathy,1531265
480,1071,TED2011,1299196800,42,Kathryn Schulz,Kathryn Schulz: On being wrong,1,1303221205,Wrongologist,"['culture', 'failure']",On being wrong,3976339
290,1190,TED2011,1299196800,35,John Hunter,John Hunter: Teaching with the World Peace Game,1,1303310280,Educator,"['design', 'education', 'gaming', 'global issues', 'government', 'peace', 'politics', 'war']",Teaching with the World Peace Game,1394203
69,848,INK Conference,1291766400,26,Anil Ananthaswamy,Anil Ananthaswamy: What it takes to do extreme astrophysics,1,1303397460,Science writer,"['exploration', 'journalism', 'science', 'technology', 'telescopes', 'universe']",What it takes to do extreme astrophysics,537035
394,302,TED2011,1299196800,53,Ric Elias,Ric Elias: 3 things I learned while my plane crashed,1,1303482960,Entrepreneur,"['business', 'storytelling', 'transportation']",3 things I learned while my plane crashed,6636475
328,1041,TED2011,1299024000,30,Harvey Fineberg,Harvey Fineberg: Are we ready for neo-evolution?,1,1303739898,Health policy expert,"['Bioethics', 'evolution', 'medicine', 'philosophy', 'science', 'technology']",Are we ready for neo-evolution?,1021180
78,1265,TEDxPSU,1286668800,30,Bruce Schneier,Bruce Schneier: The security mirage,1,1303826040,Security expert,"['TEDx', 'culture', 'global issues', 'security', 'technology', 'terrorism']",The security mirage,744089
140,625,TEDxCaltech,1294963200,33,Angela Belcher,Angela Belcher: Using nature to grow batteries,1,1303916940,Biological engineer,"['DNA', 'TEDx', 'alternative energy', 'biology', 'evolution', 'genetics', 'nature', 'science', 'virus']",Using nature to grow batteries,862689
236,274,TED2011,1299024000,47,Mike Matas,Mike Matas: A next-generation digital book,1,1304001240,Software engineer,"['demo', 'design', 'entertainment', 'software', 'technology']",A next-generation digital book,1507048
119,930,INK Conference,1291852800,36,Arvind Gupta,Arvind Gupta: Turning trash into toys for learning,1,1304088660,Toymaker,"['design', 'education', 'play', 'science', 'technology', 'toy']",Turning trash into toys for learning,1367702
